Idade,Local de trabalho,Pontuação teste,Departmento,Distancia casa-trabalho,Educacao,Area,Possui carro,Subordinado,Satisfação com o ambiente no emprego atual,Genero,Horas voluntariado,Envolvimento com trabalho,Posicao,Cargo,Satisfação com emprego,Estado civil,Renda,Bonus de performance,Quantidade de empresas que trabalho,Maior de idade,Necessita de hora extra,Aumento de salario%,Performance na entrevista,Satisfação com a relação,Horas de trabalho padrão,Beneficios,Anos de experiencia,Horas de treinamento ultimo ano,Estilo de vida,Anos na última empresa,Anos na posição atual,Anos desde última promoção,Anos com a mesma gerência,Contratar
37,Escritório,921,Engenharia,10,Superior completo,Medicina,1,486,3,F,98,3,1,Tecnico,1,Casado,3452,17663,6,1,Não,20,4,2,80,1,17,3,3,5,4,0,3,Não
46,Misto,1144,Engenharia,7,Superior incompleto - cursando,Medicina,1,487,3,F,30,3,2,Supervisor,3,Casado,5258,16044,2,1,Não,14,3,3,80,0,7,2,4,1,0,0,0,Não
50,Misto,1046,Engenharia,10,Superior completo,Faculdade Técnica,1,491,4,M,100,2,3,Analista,4,Solteiro,10496,2755,6,1,Não,15,3,4,80,0,20,2,3,4,3,1,3,Não
31,Misto,408,Engenharia,9,Superior incompleto - cursando,Ciências das natureza,1,493,3,M,42,2,1,Engenheiro,2,Solteiro,2657,7551,0,1,Sim,16,3,4,80,0,3,5,3,2,2,2,2,Não
29,Misto,1283,Engenharia,23,Superior completo,Ciências das natureza,1,495,4,M,54,3,1,Engenheiro,4,Solteiro,2201,18168,9,1,Não,16,3,4,80,0,6,4,3,3,2,1,2,Não
35,Misto,755,Engenharia,9,Superior incompleto - cursando,Ciências das natureza,1,496,3,M,97,2,2,Analista,2,Solteiro,6540,19394,9,1,Não,19,3,3,80,0,10,5,3,1,1,0,0,Não
27,Misto,1469,Engenharia,1,Superior incompleto,Medicina,1,497,4,M,82,3,1,Tecnico,2,Divorciado,3816,17881,1,1,Não,11,3,2,80,1,5,2,3,5,2,0,4,Não
28,Misto,304,Vendas,9,Superior incompleto - cursando,Ciências das natureza,1,498,2,M,92,3,2,Vendedo senior,4,Solteiro,5253,20750,1,1,Não,16,3,4,80,0,7,1,3,7,5,0,7,Não
49,Misto,1261,Engenharia,7,Superior completo,Outros,1,499,2,M,31,2,3,Analista,3,Solteiro,10965,12066,8,1,Não,24,4,3,80,0,26,2,3,5,2,0,0,Não
51,Misto,1178,Vendas,14,Superior incompleto,Ciências das natureza,1,500,3,F,87,3,2,Vendedo senior,4,Casado,4936,14862,4,1,Não,11,3,3,80,1,18,2,2,7,7,0,7,Não
36,Misto,329,Engenharia,2,Superior completo,Ciências das natureza,1,501,4,F,96,3,1,Engenheiro,3,Casado,2543,11868,4,1,Não,13,3,2,80,1,6,3,3,2,2,2,2,Não
55,Misto,1311,Engenharia,2,Superior completo,Ciências das natureza,1,505,3,F,97,3,4,Gerente,4,Solteiro,16659,23258,2,1,Sim,13,3,3,80,0,30,2,3,5,4,1,2,Não
24,Misto,1371,Vendas,10,Superior incompleto - cursando,Marketing,1,507,4,F,77,3,2,Vendedo senior,3,Divorciado,4260,5915,1,1,Sim,12,3,4,80,1,5,2,4,5,2,0,3,Não
30,Misto,202,Vendas,2,Médio completo,Faculdade Técnica,1,508,3,M,72,3,1,Vendedor junior,2,Casado,2476,17434,1,1,Não,18,3,1,80,1,1,3,3,1,0,0,0,Não
22,Misto,253,Engenharia,11,Superior completo,Medicina,1,511,1,F,43,3,1,Engenheiro,2,Casado,2244,24440,1,1,Não,13,3,4,80,1,2,1,3,2,1,1,2,Não
36,Misto,164,Vendas,2,Superior incompleto,Medicina,1,513,2,M,61,2,3,Vendedo senior,3,Casado,7596,3809,1,1,Não,13,3,2,80,2,10,2,3,10,9,9,0,Não
37,Misto,1107,Engenharia,14,Superior completo,Ciências das natureza,1,515,4,F,95,3,1,Tecnico,1,Divorciado,3034,26914,1,1,Não,12,3,3,80,1,18,2,2,18,7,12,17,Não
40,Misto,759,Vendas,2,Superior incompleto,Marketing,1,516,4,F,46,3,2,Vendedo senior,2,Divorciado,5715,22553,7,1,Não,12,3,3,80,2,8,5,3,5,4,1,3,Não
42,Misto,201,Engenharia,1,Superior incompleto - cursando,Ciências das natureza,1,517,2,F,95,3,1,Tecnico,1,Divorciado,2576,20490,3,1,Não,16,3,2,80,1,8,5,3,5,2,1,2,Não
37,Misto,1305,Engenharia,10,Superior incompleto - cursando,Ciências das natureza,1,518,3,M,49,3,2,Supervisor,2,Solteiro,4197,21123,2,1,Sim,12,3,4,80,0,18,2,2,1,0,0,1,Não
43,Misto,982,Engenharia,12,Superior completo,Ciências das natureza,1,520,1,M,59,2,4,Diretor,2,Divorciado,14336,4345,1,1,Não,11,3,3,80,1,25,3,3,25,10,3,9,Não
40,Misto,555,Engenharia,2,Superior completo,Medicina,1,521,2,F,78,2,2,Tecnico,3,Casado,3448,13436,6,1,Não,22,4,2,80,1,20,3,3,1,0,0,0,Não
54,Escritório,821,Engenharia,5,Superior incompleto,Medicina,1,522,1,M,86,3,5,Diretor,1,Casado,19406,8509,4,1,Não,11,3,3,80,1,24,4,2,4,2,1,2,Não
34,Misto,1381,Vendas,4,Superior incompleto - cursando,Marketing,1,523,3,F,72,3,2,Vendedo senior,3,Casado,6538,12740,9,1,Não,15,3,1,80,1,6,3,3,3,2,1,2,Não
31,Cliente,480,Engenharia,7,Superior incompleto,Medicina,1,524,2,F,31,3,2,Supervisor,1,Casado,4306,4156,1,1,Não,12,3,2,80,1,13,5,1,13,10,3,12,Não
43,Misto,313,Engenharia,21,Superior completo,Medicina,1,525,4,M,61,3,1,Tecnico,4,Casado,2258,15238,7,1,Não,20,4,1,80,1,8,1,3,3,2,1,2,Não
43,Misto,1473,Engenharia,8,Superior incompleto - cursando,Outros,1,526,3,F,74,3,2,Analista,3,Divorciado,4522,2227,4,1,Sim,14,3,4,80,0,8,3,3,5,2,0,2,Não
25,Escritório,891,Vendas,4,Superior incompleto,Ciências das natureza,1,527,2,F,99,2,2,Vendedo senior,4,Solteiro,4487,12090,1,1,Sim,11,3,2,80,0,5,3,3,5,4,1,3,Não
37,Misto,1063,Engenharia,25,Pós-gradução,Medicina,1,529,2,F,72,3,2,Engenheiro,3,Casado,4449,23866,3,1,Sim,15,3,1,80,2,15,2,3,13,11,10,7,Não
31,Cliente,329,Engenharia,1,Superior incompleto,Ciências das natureza,1,530,4,M,98,2,1,Tecnico,1,Casado,2218,16193,1,1,Não,12,3,3,80,1,4,3,3,4,2,3,2,Não
39,Cliente,1218,Engenharia,1,Médio completo,Ciências das natureza,1,531,2,M,52,3,5,Gerente,3,Divorciado,19197,8213,1,1,Sim,14,3,3,80,1,21,3,3,21,8,1,6,Não
56,Misto,906,Vendas,6,Superior completo,Ciências das natureza,1,532,3,F,86,4,4,Vendedo senior,1,Casado,13212,18256,9,1,Não,11,3,4,80,3,36,0,2,7,7,7,7,Não
30,Misto,1082,Vendas,12,Superior completo,Faculdade Técnica,1,533,2,F,83,3,2,Vendedo senior,3,Solteiro,6577,19558,0,1,Não,11,3,2,80,0,6,6,3,5,4,4,4,Não
41,Misto,645,Vendas,1,Superior completo,Marketing,1,534,2,M,49,4,3,Vendedo senior,1,Casado,8392,19566,1,1,Não,16,3,3,80,1,10,2,3,10,7,0,7,Não
28,Misto,1300,Engenharia,17,Superior incompleto,Medicina,1,536,3,M,79,3,2,Tecnico,1,Divorciado,4558,13535,1,1,Não,12,3,4,80,1,10,2,3,10,0,1,8,Não
52,Misto,319,Engenharia,3,Superior completo,Medicina,1,543,4,M,39,2,3,Supervisor,3,Casado,7969,19609,2,1,Sim,14,3,3,80,0,28,4,3,5,4,0,4,Não
45,Misto,192,Engenharia,10,Superior incompleto,Ciências das natureza,1,544,1,M,69,3,1,Engenheiro,4,Casado,2654,9655,3,1,Não,21,4,4,80,2,8,3,2,2,2,0,2,Não
52,Cliente,1490,Engenharia,4,Superior incompleto,Ciências das natureza,1,546,4,F,30,3,4,Gerente,4,Casado,16555,10310,2,1,Não,13,3,4,80,0,31,2,1,5,2,1,4,Não
42,Misto,532,Engenharia,29,Superior incompleto,Ciências das natureza,1,547,1,F,92,3,2,Engenheiro,3,Divorciado,4556,12932,2,1,Não,11,3,2,80,1,19,3,3,5,4,0,2,Não
30,Misto,317,Engenharia,2,Superior completo,Ciências das natureza,1,548,3,F,43,1,2,Supervisor,4,Solteiro,6091,24793,2,1,Não,20,4,3,80,0,11,2,3,5,4,0,2,Não
60,Misto,422,Engenharia,7,Superior completo,Ciências das natureza,1,549,1,F,41,3,5,Gerente,1,Casado,19566,3854,5,1,Não,11,3,4,80,0,33,5,1,29,8,11,10,Não
46,Cliente,1485,Engenharia,18,Superior completo,Medicina,1,550,3,F,87,3,2,Supervisor,3,Divorciado,4810,26314,2,1,Não,14,3,3,80,1,19,5,2,10,7,0,8,Não
42,Cliente,1368,Engenharia,28,Superior incompleto - cursando,Faculdade Técnica,1,551,4,F,88,2,2,Analista,4,Casado,4523,4386,0,1,Não,11,3,4,80,3,7,4,4,6,5,0,4,Não
38,Misto,1490,Engenharia,2,Superior incompleto,Ciências das natureza,1,556,4,M,42,3,1,Tecnico,4,Casado,1702,12106,1,1,Sim,23,4,3,80,1,1,3,3,1,0,0,0,Não
40,Misto,1398,Vendas,2,Superior incompleto - cursando,Ciências das natureza,1,558,3,F,79,3,5,Gerente,3,Casado,18041,13022,0,1,Não,14,3,4,80,0,21,2,3,20,15,1,12,Não
26,Escritório,1349,Engenharia,23,Superior completo,Ciências das natureza,1,560,1,F,90,3,1,Engenheiro,4,Divorciado,2886,3032,1,1,Não,22,4,2,80,2,3,3,1,3,2,0,2,Não
30,Misto,1400,Engenharia,3,Superior completo,Ciências das natureza,1,562,3,M,53,3,1,Tecnico,4,Casado,2097,16734,4,1,Não,15,3,3,80,1,9,3,1,5,3,1,4,Não
29,Escritório,986,Engenharia,3,Superior incompleto - cursando,Medicina,1,564,2,M,93,2,3,Diretor,3,Casado,11935,21526,1,1,Não,18,3,3,80,0,10,2,3,10,2,0,7,Não
30,Misto,1398,Vendas,22,Superior incompleto - cursando,Outros,1,567,3,F,69,3,3,Vendedo senior,1,Casado,8412,2890,0,1,Não,11,3,3,80,0,10,3,3,9,8,7,8,Não
57,Misto,210,Vendas,29,Superior completo,Marketing,1,568,1,M,56,2,4,Gerente,4,Divorciado,14118,22102,3,1,Não,12,3,3,80,1,32,3,2,1,0,0,0,Não
50,Escritório,1099,Engenharia,29,Superior incompleto - cursando,Ciências das natureza,1,569,2,M,88,2,4,Gerente,3,Casado,17046,9314,0,1,Não,15,3,2,80,1,28,2,3,27,10,15,7,Não
30,Cliente,1116,Engenharia,2,Superior completo,Medicina,1,571,3,F,49,3,1,Tecnico,4,Solteiro,2564,7181,0,1,Não,14,3,3,80,0,12,2,2,11,7,6,7,Não
60,Misto,1499,Vendas,28,Superior completo,Marketing,1,573,3,F,80,2,3,Vendedo senior,1,Casado,10266,2845,4,1,Não,19,3,4,80,0,22,5,4,18,13,13,11,Não
47,Misto,983,Engenharia,2,Superior incompleto,Medicina,1,574,1,F,65,3,2,Supervisor,4,Divorciado,5070,7389,5,1,Não,13,3,3,80,3,20,2,3,5,0,0,4,Não
46,Misto,1009,Engenharia,2,Superior completo,Ciências das natureza,1,575,1,M,51,3,4,Diretor,3,Casado,17861,2288,6,1,Não,13,3,3,80,0,26,2,1,3,2,0,1,Não
35,Misto,144,Engenharia,22,Superior completo,Ciências das natureza,1,577,4,M,46,1,1,Tecnico,3,Solteiro,4230,19225,0,1,Não,15,3,3,80,0,6,2,3,5,4,4,3,Não
54,Misto,548,Engenharia,8,Superior incompleto - cursando,Ciências das natureza,1,578,3,F,42,3,2,Tecnico,3,Solteiro,3780,23428,7,1,Não,11,3,3,80,0,19,3,3,1,0,0,0,Não
34,Misto,1303,Engenharia,2,Superior incompleto - cursando,Ciências das natureza,1,579,4,M,62,2,1,Engenheiro,3,Divorciado,2768,8416,3,1,Não,12,3,3,80,1,14,3,3,7,3,5,7,Não
46,Misto,1125,Vendas,10,Superior completo,Marketing,1,580,3,F,94,2,3,Vendedo senior,4,Casado,9071,11563,2,1,Sim,19,3,3,80,1,15,3,3,3,2,1,2,Não
31,Misto,1274,Engenharia,9,Médio completo,Ciências das natureza,1,581,3,M,33,3,3,Supervisor,2,Divorciado,10648,14394,1,1,Não,25,4,4,80,1,13,6,4,13,8,0,8,Não
30,Misto,413,Vendas,7,Médio completo,Marketing,1,585,4,M,57,3,1,Vendedor junior,2,Solteiro,2983,18398,0,1,Não,14,3,1,80,0,4,3,3,3,2,1,2,Não
35,Cliente,1276,Engenharia,16,Superior completo,Ciências das natureza,1,586,4,M,72,3,3,Analista,3,Casado,7632,14295,4,1,Sim,12,3,3,80,0,10,2,3,8,7,0,0,Não
42,Escritório,1474,Engenharia,5,Superior incompleto,Outros,1,591,2,M,97,3,1,Tecnico,3,Casado,2093,9260,4,1,Não,17,3,4,80,1,8,4,3,2,2,2,0,Não
36,Misto,635,Vendas,10,Superior incompleto - cursando,Medicina,1,592,2,M,32,3,3,Vendedo senior,4,Solteiro,9980,15318,1,1,Não,14,3,4,80,0,10,3,2,10,3,9,7,Não
48,Misto,163,Vendas,2,Pós-gradução,Marketing,1,595,2,F,37,3,2,Vendedo senior,4,Casado,4051,19658,2,1,Não,14,3,1,80,1,14,2,3,9,7,6,7,Não
55,Escritório,1117,Vendas,18,Pós-gradução,Ciências das natureza,1,597,1,F,83,3,4,Gerente,2,Solteiro,16835,9873,3,1,Não,23,4,4,80,0,37,2,3,10,9,7,7,Não
41,Misto,267,Vendas,10,Superior incompleto,Ciências das natureza,1,599,4,M,56,3,2,Vendedo senior,4,Solteiro,6230,13430,7,1,Não,14,3,4,80,0,16,3,3,14,3,1,10,Não
35,Misto,619,Vendas,1,Superior completo,Marketing,1,600,2,M,85,3,2,Vendedo senior,3,Casado,4717,18659,9,1,Não,11,3,3,80,0,15,2,3,11,9,6,9,Não
40,Cliente,302,Engenharia,6,Superior completo,Ciências das natureza,1,601,2,F,75,3,4,Supervisor,3,Solteiro,13237,20364,7,1,Não,15,3,3,80,0,22,3,3,20,6,5,13,Não
39,Misto,443,Engenharia,8,Médio completo,Ciências das natureza,1,602,3,F,48,3,1,Tecnico,3,Casado,3755,17872,1,1,Não,11,3,1,80,1,8,3,3,8,3,0,7,Não
31,Misto,828,Vendas,2,Médio completo,Ciências das natureza,1,604,2,M,77,3,2,Vendedo senior,4,Solteiro,6582,8346,4,1,Sim,13,3,3,80,0,10,2,4,6,5,0,5,Não
42,Misto,319,Engenharia,24,Superior completo,Medicina,1,605,4,M,56,3,3,Supervisor,1,Casado,7406,6950,1,1,Sim,21,4,4,80,1,10,5,2,10,9,5,8,Não
45,Misto,561,Vendas,2,Superior completo,Outros,1,606,4,M,61,3,2,Vendedo senior,2,Casado,4805,16177,0,1,Não,19,3,2,80,1,9,3,4,8,7,3,7,Não
29,Misto,232,Engenharia,19,Superior completo,Faculdade Técnica,1,611,4,M,34,3,2,Supervisor,4,Divorciado,4262,22645,4,1,Não,12,3,2,80,2,8,2,4,3,2,1,2,Não
33,Misto,922,Engenharia,1,Pós-gradução,Medicina,1,612,1,F,95,4,4,Diretor,3,Divorciado,16184,22578,4,1,Não,19,3,3,80,1,10,2,3,6,1,0,5,Não
31,Escritório,688,Vendas,7,Superior completo,Ciências das natureza,1,613,3,M,44,2,3,Gerente,4,Divorciado,11557,25291,9,1,Não,21,4,3,80,1,10,3,2,5,4,0,1,Não
40,Escritório,1094,Vendas,28,Superior completo,Outros,1,615,3,M,58,1,3,Vendedo senior,1,Divorciado,10932,11373,3,1,Não,15,3,3,80,1,20,2,3,1,0,0,1,Não
41,Misto,509,Engenharia,2,Superior incompleto - cursando,Outros,1,616,1,F,62,2,2,Analista,3,Solteiro,6811,2112,2,1,Sim,17,3,1,80,0,10,3,3,8,7,0,7,Não
26,Misto,775,Vendas,29,Superior incompleto,Medicina,1,618,1,M,45,3,2,Vendedo senior,3,Divorciado,4306,4267,5,1,Não,12,3,1,80,2,8,5,3,0,0,0,0,Não
35,Misto,195,Vendas,1,Superior completo,Medicina,1,620,1,F,80,3,2,Vendedo senior,3,Solteiro,4859,6698,1,1,Não,16,3,4,80,0,5,3,3,5,4,0,3,Não
34,Misto,258,Vendas,21,Superior incompleto - cursando,Ciências das natureza,1,621,4,M,74,4,2,Vendedo senior,4,Solteiro,5337,19921,1,1,Não,12,3,4,80,0,10,3,3,10,7,5,7,Não
37,Cliente,799,Engenharia,1,Superior completo,Faculdade Técnica,1,623,2,F,59,3,3,Supervisor,4,Solteiro,7491,23848,4,1,Não,17,3,4,80,0,12,3,4,6,5,1,2,Não
46,Misto,1034,Engenharia,18,Médio completo,Medicina,1,624,1,F,86,3,3,Analista,3,Casado,10527,8984,5,1,Não,11,3,4,80,0,28,3,2,2,2,1,2,Não
41,Escritório,1276,Vendas,2,Pós-gradução,Ciências das natureza,1,625,2,F,91,3,4,Gerente,1,Casado,16595,5626,7,1,Não,16,3,2,80,1,22,2,3,18,16,11,8,Não
37,Misto,142,Vendas,9,Superior incompleto - cursando,Medicina,1,626,1,M,69,3,3,Vendedo senior,2,Divorciado,8834,24666,1,1,Não,13,3,4,80,1,9,6,3,9,5,7,7,Não
52,Cliente,956,Engenharia,6,Superior incompleto,Faculdade Técnica,1,630,4,M,78,3,2,Engenheiro,1,Divorciado,5577,22087,3,1,Sim,12,3,2,80,2,18,3,3,10,9,6,9,Não
24,Misto,535,Vendas,24,Superior completo,Medicina,1,632,4,M,38,3,1,Vendedor junior,4,Casado,2400,5530,0,1,Não,13,3,3,80,2,3,3,3,2,2,2,1,Não
38,Misto,1495,Engenharia,10,Superior completo,Medicina,1,634,3,F,76,3,2,Analista,3,Casado,9824,22174,3,1,Não,19,3,3,80,1,18,4,3,1,0,0,0,Não
37,Misto,446,Engenharia,1,Superior incompleto - cursando,Ciências das natureza,1,635,2,F,65,3,2,Supervisor,2,Casado,6447,15701,6,1,Não,12,3,2,80,1,8,2,2,6,5,4,3,Não
49,Misto,1245,Engenharia,18,Superior incompleto - cursando,Ciências das natureza,1,638,4,M,58,2,5,Diretor,3,Divorciado,19502,2125,1,1,Sim,17,3,3,80,1,31,5,3,31,9,0,9,Não
24,Misto,691,Engenharia,23,Superior completo,Medicina,1,639,2,M,89,4,1,Engenheiro,4,Casado,2725,21630,1,1,Sim,11,3,2,80,2,6,3,3,6,5,1,4,Não
26,Misto,703,Vendas,28,Superior incompleto,Marketing,1,641,1,M,66,3,2,Vendedo senior,2,Casado,6272,7428,1,1,Não,20,4,4,80,2,6,5,4,5,3,1,4,Não
24,Cliente,823,Engenharia,17,Superior incompleto,Outros,1,643,4,M,94,2,1,Tecnico,2,Casado,2127,9100,1,1,Não,21,4,4,80,1,1,2,3,1,0,0,0,Não
50,Misto,1246,RH,3,Superior completo,Medicina,1,644,1,M,99,3,5,Gerente,2,Casado,18200,7999,1,1,Não,11,3,3,80,1,32,2,3,32,5,10,7,Não
25,Misto,622,Vendas,13,Médio completo,Medicina,1,645,2,M,40,3,1,Vendedor junior,3,Casado,2096,26376,1,1,Não,11,3,3,80,0,7,1,3,7,4,0,6,Não
34,Misto,254,Engenharia,1,Superior incompleto,Ciências das natureza,1,649,2,M,83,2,1,Engenheiro,4,Casado,3622,22794,1,1,Sim,13,3,4,80,1,6,3,3,6,5,1,3,Não
35,Misto,538,Engenharia,25,Superior incompleto,Outros,1,652,1,M,54,2,2,Tecnico,4,Solteiro,3681,14004,4,1,Não,14,3,4,80,0,9,3,3,3,2,0,2,Não
31,Misto,525,Vendas,6,Superior incompleto - cursando,Medicina,1,653,1,M,66,4,2,Vendedo senior,4,Divorciado,5460,6219,4,1,Não,22,4,4,80,2,13,4,4,7,7,5,7,Não
27,Misto,798,Engenharia,6,Superior incompleto - cursando,Medicina,1,655,1,F,66,2,1,Engenheiro,3,Divorciado,2187,5013,0,1,Não,12,3,3,80,2,6,5,2,5,3,0,3,Não
37,Misto,558,Vendas,2,Superior completo,Marketing,1,656,4,M,75,3,2,Vendedo senior,3,Casado,9602,3010,4,1,Sim,11,3,3,80,1,17,3,2,3,0,1,0,Não
20,Misto,959,Engenharia,1,Superior completo,Ciências das natureza,1,657,4,F,83,2,1,Engenheiro,2,Solteiro,2836,11757,1,1,Não,13,3,4,80,0,1,0,4,1,0,0,0,Não
42,Misto,622,Engenharia,2,Superior incompleto - cursando,Ciências das natureza,1,659,3,F,81,3,2,Analista,4,Casado,4089,5718,1,1,Não,13,3,2,80,2,10,4,3,10,2,2,2,Não
43,Misto,782,Engenharia,6,Superior incompleto - cursando,Outros,1,661,2,M,50,2,4,Diretor,4,Divorciado,16627,2671,4,1,Sim,14,3,3,80,1,21,3,2,1,0,0,0,Não
38,Cliente,362,Engenharia,1,Médio completo,Ciências das natureza,1,662,3,F,43,3,1,Engenheiro,1,Solteiro,2619,14561,3,1,Não,17,3,4,80,0,8,3,2,0,0,0,0,Não
43,Misto,1001,Engenharia,9,Pós-gradução,Medicina,1,663,4,M,72,3,2,Tecnico,3,Divorciado,5679,19627,3,1,Sim,13,3,2,80,1,10,3,3,8,7,4,7,Não
48,Misto,1236,Engenharia,1,Superior incompleto - cursando,Ciências das natureza,1,664,4,F,40,2,4,Gerente,1,Casado,15402,17997,7,1,Não,11,3,1,80,1,21,3,1,3,2,0,2,Não
44,Misto,1112,RH,1,Superior incompleto - cursando,Ciências das natureza,1,665,1,F,50,2,2,Assistente,3,Solteiro,5985,26894,4,1,Não,11,3,2,80,0,10,1,4,2,2,0,2,Não
34,Misto,204,Vendas,14,Superior completo,Faculdade Técnica,1,666,3,F,31,3,1,Vendedor junior,3,Divorciado,2579,2912,1,1,Sim,18,3,4,80,2,8,3,3,8,2,0,6,Não
21,Misto,1343,Vendas,22,Médio completo,Faculdade Técnica,1,669,3,M,49,3,1,Vendedor junior,3,Solteiro,3447,24444,1,1,Não,11,3,3,80,0,3,2,3,3,2,1,2,Não
44,Misto,1315,Engenharia,3,Superior incompleto - cursando,Outros,1,671,4,M,35,3,5,Gerente,4,Casado,19513,9358,4,1,Sim,12,3,1,80,1,26,2,4,2,2,0,1,Não
22,Misto,604,Engenharia,6,Médio completo,Medicina,1,675,1,M,69,3,1,Engenheiro,3,Casado,2773,12145,0,1,Não,20,4,4,80,0,3,3,3,2,2,2,2,Não
33,Misto,1216,Vendas,8,Superior incompleto - cursando,Marketing,1,677,3,M,39,3,2,Vendedo senior,3,Divorciado,7104,20431,0,1,Não,12,3,4,80,0,6,3,3,5,0,1,2,Não
32,Cliente,646,Engenharia,9,Superior incompleto - cursando,Ciências das natureza,1,679,1,F,92,3,2,Engenheiro,4,Casado,6322,18089,1,1,Sim,12,3,4,80,1,6,2,2,6,4,0,5,Não
30,Misto,160,Engenharia,3,Superior completo,Medicina,1,680,3,F,71,3,1,Engenheiro,3,Divorciado,2083,22653,1,1,Não,20,4,3,80,1,1,2,3,1,0,0,0,Não
53,Misto,238,Vendas,1,Médio completo,Medicina,1,682,4,F,34,3,2,Vendedo senior,1,Solteiro,8381,7507,7,1,Não,20,4,4,80,0,18,2,4,14,7,8,10,Não
34,Misto,1397,Engenharia,1,Pós-gradução,Ciências das natureza,1,683,2,M,42,3,1,Engenheiro,4,Casado,2691,7660,1,1,Não,12,3,4,80,1,10,4,2,10,9,8,8,Não
26,Misto,991,Engenharia,6,Superior completo,Ciências das natureza,1,686,3,F,71,3,1,Tecnico,4,Casado,2659,17759,1,1,Sim,13,3,3,80,1,3,2,3,3,2,0,2,Não
37,Misto,482,Engenharia,3,Superior completo,Outros,1,689,3,M,36,3,3,Supervisor,3,Casado,9434,9606,1,1,Não,15,3,3,80,1,10,2,3,10,7,7,8,Não
29,Misto,1176,Vendas,3,Superior incompleto,Medicina,1,690,2,F,62,3,2,Vendedo senior,3,Casado,5561,3487,1,1,Não,14,3,1,80,1,6,5,2,6,0,1,2,Não
35,Cliente,1017,Engenharia,6,Superior incompleto - cursando,Ciências das natureza,1,691,2,M,82,1,2,Engenheiro,4,Solteiro,6646,19368,1,1,Não,13,3,2,80,0,17,3,3,17,11,11,8,Não
33,Misto,1296,Engenharia,6,Superior completo,Ciências das natureza,1,692,3,M,30,3,2,Analista,4,Divorciado,7725,5335,3,1,Não,23,4,3,80,1,15,2,1,13,11,4,7,Não
54,Misto,397,RH,19,Superior incompleto - cursando,Medicina,1,698,3,M,88,3,3,Assistente,2,Casado,10725,6729,2,1,Não,15,3,3,80,1,16,1,4,9,7,7,1,Não
36,Misto,913,Engenharia,9,Superior incompleto,Medicina,1,699,2,M,48,2,2,Supervisor,2,Divorciado,8847,13934,2,1,Sim,11,3,3,80,1,13,2,3,3,2,0,2,Não
27,Escritório,1115,Engenharia,3,Superior incompleto - cursando,Medicina,1,700,1,M,54,2,1,Engenheiro,4,Solteiro,2045,15174,0,1,Não,13,3,4,80,0,5,0,3,4,2,1,1,Não
35,Misto,727,Engenharia,3,Superior completo,Ciências das natureza,1,704,3,M,41,2,1,Tecnico,3,Casado,1281,16900,1,1,Não,18,3,3,80,2,1,3,3,1,0,0,0,Não
23,Misto,885,Engenharia,4,Superior completo,Medicina,1,705,1,M,58,4,1,Engenheiro,1,Casado,2819,8544,2,1,Não,16,3,1,80,1,5,3,4,3,2,0,2,Não
25,Misto,810,Vendas,8,Superior completo,Ciências das natureza,1,707,4,M,57,4,2,Vendedo senior,2,Casado,4851,15678,0,1,Não,22,4,3,80,1,4,4,3,3,2,1,2,Não
38,Cliente,243,Vendas,7,Superior incompleto - cursando,Marketing,1,709,4,F,46,2,2,Vendedo senior,4,Solteiro,4028,7791,0,1,Não,20,4,1,80,0,8,2,3,7,7,0,5,Não
29,Misto,806,Engenharia,1,Superior incompleto - cursando,Ciências das natureza,1,710,2,M,76,1,1,Engenheiro,4,Divorciado,2720,18959,1,1,Não,18,3,4,80,1,10,5,3,10,7,2,8,Não
48,Cliente,817,Vendas,2,Médio completo,Marketing,1,712,2,M,56,4,2,Vendedo senior,2,Casado,8120,18597,3,1,Não,12,3,4,80,0,12,3,3,2,2,2,2,Não
27,Misto,1410,Vendas,3,Médio completo,Medicina,1,714,4,F,71,4,2,Vendedo senior,4,Divorciado,4647,16673,1,1,Sim,20,4,2,80,2,6,3,3,6,5,0,4,Não
37,Misto,1225,Engenharia,10,Superior incompleto,Ciências das natureza,1,715,4,M,80,4,1,Engenheiro,4,Solteiro,4680,15232,3,1,Não,17,3,1,80,0,4,2,3,1,0,0,0,Não
50,Misto,1207,Engenharia,28,Médio completo,Medicina,1,716,4,M,74,4,1,Tecnico,3,Casado,3221,3297,1,1,Sim,11,3,3,80,3,20,3,3,20,8,3,8,Não
34,Misto,1442,Engenharia,9,Superior completo,Medicina,1,717,4,F,46,2,3,Analista,2,Solteiro,8621,17654,1,1,Não,14,3,2,80,0,9,3,4,8,7,7,7,Não
39,Misto,408,Engenharia,2,Superior incompleto - cursando,Faculdade Técnica,1,721,4,F,80,2,2,Analista,3,Solteiro,4553,20978,1,1,Não,11,3,1,80,0,20,4,3,20,7,11,10,Não
32,Misto,929,Vendas,10,Superior completo,Marketing,1,722,4,M,55,3,2,Vendedo senior,4,Solteiro,5396,21703,1,1,Não,12,3,4,80,0,10,2,2,10,7,0,8,Não
38,Misto,827,Engenharia,1,Superior incompleto - cursando,Ciências das natureza,1,724,2,F,33,4,2,Analista,4,Solteiro,7625,19383,0,1,Não,13,3,3,80,0,10,4,2,9,7,1,8,Não
27,Misto,608,Engenharia,1,Superior incompleto,Ciências das natureza,1,725,3,F,68,3,3,Supervisor,1,Casado,7412,6009,1,1,Não,11,3,4,80,0,9,3,3,9,7,0,7,Não
